Event_Category,Time_Of_Day,Expected_Crowd,Environment_Type,Max_Venue_Capacity,Venue_Area_Sq_Meters,Number_Of_Fire_Exits,Event_Date,Duration_Hours,Latitude,Longitude,Has_Fireworks,Has_Temp_Structures,VIP_Attendance,Loudspeaker_Used,Road_Closure_Required,Is_Moving_Procession,Food_Stalls_Present,Liquor_Served,Risk_Level
Political Rally,Evening,34501,Indoor,34504,43013,6,2026-09-07,3,18.309839,72.774941,0,1,0,1,1,0,1,0,Medium
Sports Match,Morning,21521,Indoor,25462,37492,5,2026-07-19,4,18.852453,72.883974,0,1,1,1,0,0,1,0,Medium
Major Concert,Afternoon,15846,Indoor,17430,17430,2,2026-05-09,6,18.736044,73.872939,1,1,0,1,0,0,1,1,High
Major Concert,Night,73490,Outdoor,85479,118274,17,2026-06-25,5,18.869375,73.998731,0,0,0,1,1,0,1,1,Medium
Major Concert,Morning,13101,Indoor,14411,14411,2,2026-08-28,6,18.47163,72.861012,1,1,0,1,0,0,1,1,High
Political Rally,Evening,33517,Indoor,37979,48582,7,2026-09-10,5,18.221354,73.546325,0,0,0,1,1,0,1,0,Medium
Sports Match,Evening,39449,Indoor,44057,52991,8,2026-06-27,6,19.405997,72.700764,0,1,1,1,1,0,1,0,Medium
Private Function,Night,466,Indoor,786,2201,3,2026-04-06,4,18.534445,73.198422,0,0,0,0,0,0,1,0,Low
Private Function,Evening,457,Outdoor,1143,3683,3,2026-06-01,5,18.336022,73.491778,0,0,0,0,0,0,0,0,Low
Mega Religious Gathering,Evening,2323281,Outdoor,1426970,929312,3,2026-09-24,44,18.221229,72.783129,0,1,1,1,0,1,1,0,High
Private Function,Morning,771,Outdoor,1881,4713,6,2026-05-06,5,19.402205,72.790575,0,1,0,0,0,0,1,0,Low
Sports Match,Night,7830,Outdoor,18540,47804,61,2026-04-10,2,19.246017,72.782356,0,0,0,1,0,0,0,0,Low
Sports Match,Evening,2912,Outdoor,6547,23792,21,2026-06-26,5,19.384794,73.995083,0,0,0,1,0,0,0,0,Low
Major Concert,Evening,10217,Indoor,11238,11238,2,2026-05-24,5,19.273378,73.331336,1,1,1,1,0,0,1,1,High
Political Rally,Night,522999,Outdoor,425158,209199,3,2026-09-20,61,18.667188,73.994294,0,1,0,1,1,0,1,0,High
Major Concert,Afternoon,31477,Outdoor,33929,61228,6,2026-06-14,3,18.510124,73.707152,0,1,0,1,1,0,1,1,Medium
Private Function,Night,1393,Outdoor,2291,5618,7,2026-04-30,4,18.329481,73.460605,0,1,0,0,0,0,0,0,Low
Major Concert,Morning,14480,Indoor,15928,15928,2,2026-07-03,5,18.245307,73.617685,1,1,0,0,0,0,1,1,Medium
Protest/March,Night,228852,Outdoor,228852,343278,0,2026-07-28,5,18.208797,73.675104,0,0,1,1,0,1,1,0,High
Protest/March,Evening,446671,Outdoor,446671,670006,0,2026-07-05,10,18.644216,73.857078,0,0,1,1,0,1,1,0,High
Private Function,Morning,1140,Indoor,3215,9679,10,2026-06-08,5,18.851094,73.380015,0,0,0,0,0,0,1,0,Low
Major Concert,Evening,48663,Outdoor,58339,72782,11,2026-04-19,5,19.4067,73.424487,1,1,1,1,1,0,1,1,Medium
Sports Match,Evening,9323,Outdoor,14726,56048,49,2026-05-15,2,19.447105,73.021497,0,0,0,1,0,0,0,0,Low
Sports Match,Morning,2595,Outdoor,7600,19602,25,2026-04-06,3,18.022204,73.43747,0,1,0,1,0,0,0,0,Low
Political Rally,Morning,650127,Outdoor,555979,260050,2,2026-07-10,61,18.558814,72.586887,0,1,1,1,1,0,1,0,High
Major Concert,Evening,51448,Indoor,55726,81638,11,2026-08-25,8,18.460314,72.505591,0,0,1,1,1,0,1,1,Medium
Major Concert,Afternoon,35136,Outdoor,38704,73319,7,2026-07-30,5,18.688128,73.717741,0,1,1,1,1,0,1,1,Medium
Private Function,Morning,748,Indoor,1426,5168,4,2026-09-17,5,19.219105,73.522772,0,0,0,0,0,0,1,0,Low
Sports Match,Morning,1370,Outdoor,2420,8980,8,2026-06-13,2,18.092315,73.308654,0,1,0,1,0,0,1,0,Low
Sports Match,Morning,7563,Outdoor,14942,40620,49,2026-04-14,4,18.450234,73.415815,0,0,0,1,0,0,0,0,Low
Private Function,Morning,1330,Indoor,2941,9385,9,2026-09-02,2,18.108575,72.738302,0,0,0,0,0,0,1,0,Low
Major Concert,Night,27147,Indoor,29913,37744,5,2026-08-19,3,18.65254,73.1778,0,1,0,1,0,0,1,1,Medium
Sports Match,Night,9024,Outdoor,25594,77555,85,2026-08-07,2,19.265079,73.912783,0,1,0,1,0,0,0,0,Low
Protest/March,Evening,194981,Outdoor,194981,292471,0,2026-06-19,8,18.186421,72.650421,0,0,1,1,0,1,1,0,Medium
Sports Match,Afternoon,6439,Outdoor,18739,61897,62,2026-09-05,3,18.900319,72.598406,0,0,0,1,0,0,1,0,Low
Sports Match,Night,6507,Outdoor,16995,58792,56,2026-08-24,6,19.087604,73.258907,0,1,0,1,0,0,0,0,Low
Political Rally,Afternoon,1622692,Outdoor,1117728,649076,1,2026-05-22,49,19.424954,72.57866,0,1,1,1,1,0,1,0,High
Protest/March,Afternoon,410502,Outdoor,410502,615753,0,2026-07-24,4,18.44102,72.856461,0,0,1,1,0,1,1,0,High
Private Function,Afternoon,968,Outdoor,2190,5090,7,2026-09-23,5,18.903775,73.711276,0,0,0,0,0,0,1,0,Medium
Sports Match,Afternoon,8877,Outdoor,22801,53283,76,2026-07-15,2,18.472287,73.20522,0,0,0,1,0,0,0,0,Low
Protest/March,Morning,440576,Outdoor,440576,660864,0,2026-06-12,5,18.004871,73.629953,0,0,1,1,0,1,1,0,High
Political Rally,Morning,1662262,Outdoor,1336385,664904,3,2026-08-02,15,18.59276,73.6262,0,1,1,1,1,0,1,0,High
Private Function,Night,484,Indoor,1440,3084,4,2026-07-03,2,18.019087,73.642786,0,0,0,0,0,0,0,0,Low
Sports Match,Night,70087,Outdoor,80686,111284,16,2026-09-11,6,18.22494,72.841483,0,1,0,1,1,0,1,0,Medium
Protest/March,Evening,127569,Outdoor,127569,191353,0,2026-05-13,6,18.863248,73.815845,0,0,1,1,0,1,1,0,High
Political Rally,Afternoon,859902,Outdoor,584967,343960,3,2026-09-11,14,19.263253,73.74067,0,1,0,1,1,0,1,0,High
Major Concert,Night,10206,Indoor,11226,11226,2,2026-04-30,3,18.699126,73.130971,1,1,1,1,0,0,1,1,High
Mega Religious Gathering,Afternoon,1646453,Outdoor,1060569,658581,1,2026-05-02,18,18.865844,73.589389,0,1,0,0,0,1,1,0,High
Mega Religious Gathering,Afternoon,2395551,Outdoor,2015675,958220,1,2026-06-07,62,18.503407,72.933611,0,1,0,1,0,1,1,0,High
Political Rally,Afternoon,62609,Indoor,73548,101224,14,2026-06-20,7,19.223852,72.985795,0,1,1,1,1,0,1,0,Medium
Protest/March,Afternoon,245524,Outdoor,245524,368286,0,2026-06-11,7,19.187015,73.088798,0,0,1,1,0,1,1,0,High
Protest/March,Afternoon,203199,Outdoor,203199,304798,0,2026-04-02,4,18.798993,73.081926,0,0,1,1,0,1,1,0,High
Private Function,Afternoon,608,Indoor,1645,4200,5,2026-06-27,6,18.523015,73.262467,0,0,0,0,0,0,0,0,Low
Mega Religious Gathering,Evening,1725417,Outdoor,1398654,690166,1,2026-06-19,25,19.058566,73.718717,0,1,0,1,0,1,1,0,High
Major Concert,Afternoon,11563,Indoor,12719,12719,2,2026-06-29,6,18.719554,73.876098,1,1,0,1,0,0,1,1,High
Major Concert,Evening,46005,Indoor,50495,76264,10,2026-08-13,6,18.111764,73.384727,0,1,0,1,1,0,1,1,Medium
Private Function,Afternoon,732,Outdoor,1411,3055,4,2026-08-10,4,19.343959,72.77355,0,1,0,0,0,0,0,0,Low
Major Concert,Morning,29491,Outdoor,35285,54369,7,2026-09-14,3,18.003702,73.356827,1,0,0,1,0,0,1,1,Medium
Major Concert,Night,48594,Outdoor,49527,98780,9,2026-09-03,6,19.363576,73.688553,0,0,1,1,1,0,1,1,High
Private Function,Evening,605,Outdoor,1651,6146,5,2026-08-17,6,18.653268,72.853649,0,0,0,0,0,0,0,0,Low
Sports Match,Afternoon,2132,Outdoor,4662,12028,15,2026-08-02,5,18.095581,73.489781,0,0,0,1,0,0,1,0,Medium
Political Rally,Night,33192,Indoor,34683,58533,6,2026-08-28,5,18.403067,73.079933,0,0,0,1,1,0,1,0,Low
Major Concert,Morning,8046,Indoor,8850,8850,2,2026-08-02,6,19.376668,73.033946,1,1,0,1,0,0,0,1,High
Private Function,Afternoon,1483,Outdoor,4386,10537,14,2026-06-12,5,18.001972,73.903533,0,0,0,0,0,0,1,0,Low
Private Function,Evening,429,Indoor,967,2165,3,2026-07-30,2,18.105387,73.815718,0,0,0,0,0,0,1,0,Low
Protest/March,Afternoon,327049,Outdoor,327049,490573,0,2026-09-08,6,18.79687,73.272477,0,0,1,1,0,1,1,0,High
Sports Match,Evening,7882,Outdoor,20630,56586,68,2026-04-24,6,18.310441,73.229355,0,0,0,1,0,0,1,0,Low
Private Function,Night,1368,Indoor,3931,8900,13,2026-08-21,2,19.092186,73.315626,0,0,0,0,0,0,1,0,Low
Political Rally,Morning,75003,Indoor,84524,144681,16,2026-05-07,3,19.118472,73.45,0,1,0,1,1,0,1,0,Medium
Sports Match,Night,33506,Indoor,38300,70181,7,2026-05-10,8,19.399299,72.92428,0,1,1,1,1,0,1,0,High
Major Concert,Evening,11412,Indoor,12553,12553,2,2026-06-01,5,19.367748,72.825741,1,1,0,1,0,0,1,1,High
Private Function,Night,984,Indoor,1870,4809,6,2026-06-01,4,19.190589,73.562868,0,0,0,0,0,0,1,0,Low
Sports Match,Night,7065,Outdoor,13822,53615,46,2026-08-03,5,18.013533,72.848789,0,0,0,1,0,0,1,0,Low
Sports Match,Night,1143,Outdoor,2443,8172,8,2026-09-14,2,18.942746,72.857287,0,0,0,1,0,0,0,0,Low
Sports Match,Afternoon,9244,Outdoor,14941,52804,49,2026-09-26,5,18.611752,73.020116,0,0,0,1,0,0,1,0,Low
Political Rally,Evening,74973,Indoor,80195,151596,16,2026-08-09,3,18.973898,73.755928,0,1,1,1,1,0,1,0,Medium
Protest/March,Morning,276695,Outdoor,276695,415042,0,2026-07-09,10,19.303395,73.333274,0,0,1,1,0,1,1,0,High
Major Concert,Afternoon,54122,Outdoor,55163,100320,11,2026-07-07,6,18.729132,72.926837,1,1,1,1,1,0,1,1,Medium
Private Function,Afternoon,1493,Outdoor,2405,9258,8,2026-07-12,2,18.710525,73.340237,0,0,0,0,0,0,0,0,Medium
Political Rally,Morning,59500,Indoor,65687,102635,13,2026-04-22,7,18.589848,73.901883,0,1,0,1,1,0,1,0,Medium
Sports Match,Morning,4063,Outdoor,9783,34697,32,2026-05-28,5,18.373547,73.685668,0,0,0,1,0,0,1,0,Low
Major Concert,Afternoon,16348,Indoor,17982,17982,2,2026-05-07,5,19.363692,73.652741,1,1,1,1,0,0,1,1,Medium
Political Rally,Morning,1059206,Outdoor,720861,423682,1,2026-08-10,41,19.01675,73.893314,0,1,1,1,1,0,1,0,High
Protest/March,Evening,298499,Outdoor,298499,447748,0,2026-07-14,10,18.668105,73.751241,0,0,1,1,0,1,1,0,High
Private Function,Morning,203,Indoor,381,1466,3,2026-04-29,3,19.441935,73.314306,0,0,0,0,0,0,1,0,Low
Private Function,Morning,131,Indoor,224,871,3,2026-08-08,4,19.445788,72.685412,0,0,0,0,0,0,0,0,Low
Political Rally,Evening,30106,Indoor,33780,65634,6,2026-09-07,4,19.00068,72.67204,0,1,1,1,1,0,1,0,Medium
Private Function,Morning,1435,Indoor,4271,12087,14,2026-08-20,2,18.739565,73.666178,0,1,0,0,0,0,0,0,Medium
Sports Match,Night,10112,Outdoor,10957,14109,4,2026-09-11,8,19.110195,73.320449,1,1,0,1,0,0,1,0,High
Mega Religious Gathering,Afternoon,688295,Outdoor,416556,275318,3,2026-05-14,54,18.322965,73.252779,0,1,1,0,0,1,1,0,High
Mega Religious Gathering,Evening,1421742,Outdoor,1070687,568696,3,2026-04-09,43,18.061627,73.467887,0,1,0,1,0,1,1,0,High
Protest/March,Morning,410829,Outdoor,410829,616243,0,2026-04-18,10,19.020923,72.980322,0,0,1,1,0,1,1,0,High
Sports Match,Night,4717,Outdoor,11272,31217,37,2026-09-04,3,18.781949,72.864979,0,1,0,1,0,0,0,0,Low
Major Concert,Night,18289,Indoor,20117,20117,2,2026-09-02,3,18.837288,73.26159,1,1,1,1,0,0,1,1,High
Mega Religious Gathering,Afternoon,1111271,Outdoor,840912,444508,1,2026-04-08,34,18.684079,73.591915,0,1,1,1,0,1,1,0,High
Sports Match,Afternoon,19596,Indoor,21958,36652,4,2026-04-05,6,18.37291,73.907345,0,0,1,1,0,0,1,0,Medium
Sports Match,Morning,9724,Outdoor,15158,50783,50,2026-06-16,3,19.252797,73.519093,0,1,0,1,0,0,1,0,Low
Major Concert,Evening,14594,Indoor,16053,16053,2,2026-08-15,6,18.570313,73.019257,1,1,1,1,0,0,1,1,High
Major Concert,Morning,30936,Outdoor,33911,42043,6,2026-04-23,7,18.04122,73.545746,1,1,0,1,1,0,1,1,Medium
Sports Match,Night,40456,Outdoor,46772,87160,9,2026-07-31,6,19.334163,72.980117,1,1,0,1,1,0,1,0,Medium
Major Concert,Afternoon,13881,Indoor,15269,15269,2,2026-04-30,6,18.002197,73.342791,1,1,1,1,0,0,1,1,High
Private Function,Evening,331,Outdoor,785,1972,3,2026-08-18,6,19.34471,73.327976,0,0,0,0,0,0,1,0,Low
Private Function,Evening,370,Indoor,883,1812,3,2026-09-16,6,19.227757,72.972276,0,0,0,0,0,0,1,0,Low
Political Rally,Morning,79317,Indoor,84049,159223,16,2026-08-22,4,18.589641,73.252748,0,1,0,1,1,0,1,0,Medium
Major Concert,Morning,9034,Indoor,9937,9937,2,2026-07-18,5,19.390384,73.83406,1,1,1,1,0,0,0,1,High
Mega Religious Gathering,Morning,945376,Outdoor,795835,378150,2,2026-07-16,22,18.658435,73.054782,0,1,1,1,0,1,1,0,High
Major Concert,Afternoon,11617,Indoor,12778,12778,2,2026-08-28,3,18.3116,73.208088,1,1,1,1,0,0,1,1,High
Protest/March,Morning,240143,Outdoor,240143,360214,0,2026-05-21,10,19.28972,72.895008,0,0,1,1,0,1,1,0,High
Major Concert,Evening,14970,Indoor,16467,16467,2,2026-09-28,6,18.769535,72.601531,1,1,1,1,0,0,1,1,High
Sports Match,Afternoon,1545,Outdoor,2866,10560,9,2026-08-26,4,19.361577,73.315478,0,1,0,1,0,0,0,0,Low
Private Function,Evening,1354,Indoor,2902,10562,9,2026-05-18,5,18.900289,73.587328,0,0,0,0,0,0,1,0,Low
Sports Match,Morning,9041,Outdoor,14047,49964,46,2026-08-09,3,19.318516,73.994631,0,1,0,1,0,0,0,0,Low
Sports Match,Night,2915,Outdoor,7426,16355,24,2026-05-29,2,18.828906,73.31545,0,0,0,1,0,0,0,0,Low
Major Concert,Morning,17127,Outdoor,18942,28352,4,2026-08-02,7,18.150162,72.838023,0,0,1,1,0,0,1,1,Medium
Major Concert,Afternoon,5351,Indoor,5886,5886,2,2026-08-17,3,18.696203,72.706901,1,1,1,1,0,0,0,1,High
Major Concert,Night,6623,Indoor,7285,7285,2,2026-04-04,3,19.212369,73.668103,1,1,1,1,0,0,0,1,High
Political Rally,Night,63825,Outdoor,75025,91642,15,2026-08-04,5,18.649425,73.218711,0,1,1,1,1,0,1,0,Medium
Sports Match,Afternoon,1174,Outdoor,2799,8395,9,2026-09-06,4,19.454707,72.954726,0,0,0,1,0,0,1,0,Low
Mega Religious Gathering,Afternoon,2412867,Outdoor,1955631,965146,2,2026-06-10,52,18.791594,73.767892,0,1,1,1,0,1,1,0,High
Major Concert,Morning,67499,Outdoor,76051,122342,15,2026-05-25,6,19.248726,73.487675,0,1,0,1,1,0,1,1,Medium
Major Concert,Morning,17807,Indoor,19587,19587,2,2026-04-07,3,19.173904,73.202182,1,1,1,1,0,0,1,1,High
Political Rally,Afternoon,49101,Indoor,52581,72730,10,2026-06-21,4,19.247647,73.937787,0,1,1,1,1,0,1,0,Medium
Major Concert,Morning,19269,Indoor,21195,21195,2,2026-06-02,3,18.613936,73.532172,1,1,0,1,0,0,1,1,High
Major Concert,Afternoon,10487,Indoor,11535,11535,2,2026-09-23,6,18.12452,73.087892,1,1,0,1,0,0,1,1,High
Political Rally,Night,35144,Indoor,40928,51038,8,2026-09-12,6,18.144944,73.830255,0,1,1,1,1,0,1,0,Medium
Political Rally,Afternoon,66357,Outdoor,70046,96250,14,2026-09-05,8,18.233656,73.467763,0,1,0,1,1,0,1,0,Medium
Sports Match,Night,1180,Outdoor,2683,9329,8,2026-05-26,4,18.388018,73.136912,0,0,0,1,0,0,1,0,Low
Private Function,Afternoon,1117,Outdoor,1901,4650,6,2026-05-16,3,18.261019,73.71679,0,0,0,0,0,0,1,0,Low
Political Rally,Evening,59074,Indoor,64604,106325,12,2026-05-13,3,18.871508,73.145702,0,0,0,1,1,0,1,0,Medium
Political Rally,Evening,63687,Indoor,72671,140012,14,2026-09-01,3,18.872505,73.67934,0,0,0,1,1,0,1,0,Medium
Sports Match,Morning,38467,Outdoor,38643,57104,7,2026-04-08,6,18.753308,72.862247,0,1,1,1,1,0,1,0,Medium
Major Concert,Afternoon,16576,Indoor,18233,18233,2,2026-09-05,5,19.29543,72.940349,1,1,1,1,0,0,1,1,High
Protest/March,Night,342435,Outdoor,342435,513652,0,2026-09-04,10,18.031798,73.620878,0,0,1,1,0,1,1,0,High
Political Rally,Afternoon,1486988,Outdoor,1237702,594795,2,2026-04-16,39,18.052308,73.336019,0,1,1,1,1,0,1,0,High
Sports Match,Night,13004,Indoor,15404,19431,4,2026-05-28,8,18.632791,73.74092,0,0,1,1,0,0,1,0,Medium
Political Rally,Evening,29682,Indoor,35034,55382,7,2026-04-28,4,19.098851,73.827573,0,0,0,1,0,0,1,0,Medium
Political Rally,Morning,60209,Outdoor,67323,99829,13,2026-05-25,5,18.728399,73.964873,0,1,0,1,1,0,1,0,Medium
Political Rally,Morning,11906,Indoor,14255,23988,4,2026-09-02,8,19.359202,72.954009,0,1,0,1,0,0,1,0,Medium
Major Concert,Night,11308,Indoor,12438,12438,2,2026-07-29,3,18.058585,73.292385,1,1,1,0,0,0,1,1,High
Major Concert,Night,10651,Indoor,11716,11716,2,2026-09-10,5,18.733403,73.375015,1,1,1,1,0,0,1,1,High
Major Concert,Night,10078,Indoor,11085,11085,2,2026-08-18,3,18.265767,73.366725,1,1,1,1,0,0,1,1,High
Political Rally,Night,73264,Indoor,75414,112493,15,2026-07-14,8,19.113025,73.8791,0,0,0,1,1,0,1,0,Medium
Sports Match,Night,51412,Indoor,61500,103665,12,2026-05-03,8,18.846157,73.673886,0,1,1,1,1,0,1,0,Medium
Political Rally,Afternoon,1010557,Outdoor,736164,404222,1,2026-09-05,62,18.992649,73.745176,0,1,1,1,1,0,1,0,High
Sports Match,Night,27350,Indoor,30137,45079,6,2026-05-23,8,19.390634,73.925639,0,1,1,1,0,0,1,0,Medium
Major Concert,Night,25900,Outdoor,27179,44627,5,2026-05-10,6,19.147354,73.831254,0,1,1,1,0,0,1,1,Medium
Private Function,Afternoon,1434,Outdoor,2273,7141,7,2026-05-23,4,18.883826,73.187795,0,0,0,0,0,0,1,0,Low
Major Concert,Night,23050,Indoor,27213,42900,5,2026-09-12,5,18.799277,73.310571,0,1,1,1,0,0,1,1,Medium
Political Rally,Night,1232179,Outdoor,923014,492871,2,2026-06-08,39,19.077707,72.798012,0,1,1,1,1,0,1,0,High
Mega Religious Gathering,Evening,1607346,Outdoor,1210954,642938,1,2026-04-06,30,18.906109,72.897574,0,1,1,1,0,1,1,0,High
Protest/March,Morning,235281,Outdoor,235281,352921,0,2026-04-23,6,19.173645,72.585502,0,0,1,1,0,1,1,0,High
Mega Religious Gathering,Evening,2015743,Outdoor,1542528,806297,2,2026-04-16,45,19.360699,73.391488,0,1,1,1,0,1,1,0,High
Major Concert,Evening,13748,Indoor,15122,15122,2,2026-07-08,4,18.530689,73.297697,1,1,1,1,0,0,1,1,High
Sports Match,Afternoon,1812,Outdoor,3160,8560,10,2026-05-23,6,19.105502,73.745783,0,0,0,1,0,0,1,0,Low
Sports Match,Night,16028,Indoor,19060,32701,4,2026-07-06,7,18.882763,73.01363,0,1,1,1,0,0,1,0,Medium
Major Concert,Evening,12193,Indoor,13412,13412,2,2026-08-04,6,18.853524,73.013536,1,1,1,1,0,0,1,1,High
Private Function,Afternoon,149,Indoor,372,1337,3,2026-09-02,2,18.35838,73.675242,0,0,0,0,0,0,1,0,Low
Protest/March,Evening,309665,Outdoor,309665,464497,0,2026-04-01,7,19.175494,72.686308,0,0,1,1,0,1,1,0,High
Major Concert,Night,12706,Indoor,13976,13976,2,2026-08-14,5,18.413257,73.482591,1,1,1,1,0,0,1,1,High
Political Rally,Evening,30029,Outdoor,30190,58816,6,2026-04-17,8,18.696528,73.580663,1,1,0,1,1,0,1,0,High
Political Rally,Morning,669899,Outdoor,594414,267959,1,2026-08-05,27,19.041686,73.728314,0,1,1,1,1,0,1,0,High
Sports Match,Morning,2039,Outdoor,5109,16020,17,2026-06-28,4,19.154668,72.601242,0,0,0,1,0,0,0,0,Low
Sports Match,Morning,9546,Outdoor,26924,63101,89,2026-04-01,4,19.41297,72.702122,0,0,0,1,0,0,0,0,Medium
Sports Match,Morning,7424,Outdoor,16725,52652,55,2026-09-24,2,18.160349,73.799297,0,0,0,1,0,0,0,0,Low
Private Function,Morning,794,Indoor,2335,8629,7,2026-07-15,4,19.090141,72.650491,0,0,0,0,0,0,0,0,Low
Political Rally,Morning,63401,Outdoor,69508,111057,13,2026-08-29,5,18.684979,72.813139,1,1,0,1,1,0,1,0,Medium
Protest/March,Morning,495135,Outdoor,495135,742702,0,2026-09-14,9,19.267152,73.573353,0,0,1,1,0,1,1,0,High
Private Function,Morning,753,Outdoor,2211,8541,7,2026-07-29,6,18.144046,73.912525,0,1,0,0,0,0,0,0,Low
Sports Match,Night,74966,Outdoor,82745,111326,16,2026-06-23,3,18.308951,72.567214,1,0,1,1,1,0,1,0,Medium
Major Concert,Afternoon,14718,Indoor,16189,16189,2,2026-09-17,3,19.339879,72.656046,1,1,1,0,0,0,1,1,High
Political Rally,Evening,1949619,Outdoor,1407353,779847,2,2026-06-16,48,18.181799,72.99249,0,1,1,1,1,0,1,0,High
Sports Match,Afternoon,64281,Indoor,71258,124774,14,2026-08-11,6,18.325122,72.548759,0,0,0,1,1,0,1,0,Medium
Major Concert,Morning,33459,Indoor,34864,44979,6,2026-07-11,4,18.217518,72.507562,0,0,0,1,1,0,1,1,Medium
Private Function,Evening,1259,Outdoor,2691,8583,8,2026-05-25,6,19.154231,73.124798,0,0,0,0,0,0,0,0,Low
Major Concert,Night,49867,Indoor,55611,108861,11,2026-08-23,7,18.80172,72.6984,0,1,0,1,1,0,1,1,Medium
Protest/March,Morning,132304,Outdoor,132304,198456,0,2026-05-13,7,18.547046,73.81879,0,0,1,1,0,1,1,0,High
Sports Match,Afternoon,8597,Outdoor,19064,70400,63,2026-07-28,5,19.34543,73.566159,0,0,0,1,0,0,1,0,Low
Sports Match,Afternoon,6502,Outdoor,10417,23152,34,2026-09-19,5,18.833306,72.600187,0,0,0,1,0,0,0,0,Low
Protest/March,Night,350859,Outdoor,350859,526288,0,2026-05-02,10,18.370318,73.875906,0,0,1,1,0,1,1,0,High
Private Function,Afternoon,1477,Indoor,2905,10317,9,2026-05-01,4,18.536396,73.757312,0,0,0,0,0,0,1,0,Low
Protest/March,Morning,131656,Outdoor,131656,197484,0,2026-04-01,9,18.469835,73.200888,0,0,1,1,0,1,1,0,High
Private Function,Evening,892,Indoor,2487,6771,8,2026-09-10,5,18.698713,73.198654,0,0,0,0,0,0,0,0,Low
Major Concert,Night,45271,Indoor,46892,70993,9,2026-09-19,3,19.200557,72.849909,0,0,0,1,1,0,1,1,Medium
Private Function,Afternoon,515,Outdoor,780,2391,3,2026-09-16,3,18.625044,73.259131,0,0,0,0,0,0,1,0,Low
Major Concert,Morning,5251,Indoor,5776,5776,2,2026-06-03,6,18.636322,72.69457,1,1,0,1,0,0,0,1,High
Sports Match,Night,7511,Outdoor,18159,70346,60,2026-06-10,3,18.959159,72.966367,0,0,0,1,0,0,1,0,Low
Sports Match,Evening,19529,Outdoor,21881,40642,4,2026-04-15,6,18.981814,73.738173,0,1,0,1,0,0,1,0,Medium
Major Concert,Night,14329,Indoor,15761,15761,2,2026-08-24,4,18.197044,72.983046,1,1,1,1,0,0,1,1,High
Political Rally,Afternoon,46345,Indoor,52738,99277,10,2026-08-30,7,18.108136,72.812931,0,1,1,1,1,0,1,0,Medium
Private Function,Morning,918,Outdoor,2251,5460,7,2026-04-28,5,18.812783,73.820809,0,0,0,0,0,0,1,0,Low
Private Function,Afternoon,391,Indoor,697,2174,3,2026-04-03,2,18.077993,73.641723,0,0,0,0,0,0,1,0,Low
Major Concert,Evening,33970,Indoor,38194,57919,7,2026-05-21,8,18.856987,72.987785,0,1,0,1,1,0,1,1,Medium
Sports Match,Evening,68303,Outdoor,78678,101752,15,2026-09-10,8,19.30984,73.133756,0,0,1,1,1,0,1,0,Medium
Political Rally,Night,1711652,Outdoor,1382130,684660,3,2026-08-07,49,18.397419,73.893725,0,1,1,1,1,0,1,0,High
Protest/March,Afternoon,272717,Outdoor,272717,409075,0,2026-07-28,4,19.364963,72.578618,0,0,1,1,0,1,1,0,High
Mega Religious Gathering,Night,903837,Outdoor,800487,361534,1,2026-09-03,21,19.038264,72.914485,0,1,1,1,0,1,1,0,High
Sports Match,Evening,3427,Outdoor,5933,22718,19,2026-07-19,6,18.848395,73.776217,0,0,0,1,0,0,1,0,Low
Political Rally,Evening,54946,Indoor,57724,83610,11,2026-07-22,3,19.334393,73.378047,0,1,1,1,1,0,1,0,Medium
Major Concert,Evening,5047,Indoor,5551,5551,2,2026-09-06,5,18.435175,73.910996,1,1,1,1,0,0,0,1,High
Sports Match,Evening,7336,Outdoor,17197,49483,57,2026-08-02,4,19.072845,73.055721,0,0,0,1,0,0,1,0,Low
Political Rally,Morning,37424,Indoor,41081,78915,8,2026-07-17,7,18.891913,73.024509,0,0,1,1,1,0,1,0,Medium
Major Concert,Morning,10965,Indoor,12061,12061,2,2026-07-13,4,18.360091,72.985653,1,1,0,1,0,0,1,1,High
Protest/March,Evening,161208,Outdoor,161208,241812,0,2026-07-21,5,19.094756,72.934614,0,0,1,1,0,1,1,0,High
Mega Religious Gathering,Evening,613391,Outdoor,460107,245356,1,2026-08-08,67,18.840959,73.366464,0,1,1,0,0,1,1,0,High
Major Concert,Morning,19281,Indoor,21209,21209,2,2026-05-30,4,18.312711,73.286047,1,1,1,1,0,0,1,1,High
Political Rally,Evening,40554,Outdoor,42312,55244,8,2026-07-11,5,18.165665,72.837069,1,0,1,1,1,0,1,0,Medium
Sports Match,Evening,4883,Outdoor,13479,52426,44,2026-05-16,6,18.197301,73.743299,0,0,0,1,0,0,0,0,Low
Major Concert,Evening,19892,Outdoor,22759,40136,4,2026-09-18,4,19.314594,73.279347,1,1,1,1,0,0,1,1,Medium
Protest/March,Evening,129979,Outdoor,129979,194968,0,2026-08-26,6,18.975982,73.750115,0,0,1,1,0,1,1,0,High
Sports Match,Evening,1832,Outdoor,4903,14021,16,2026-09-23,4,18.959131,73.041415,0,0,0,1,0,0,1,0,Low
Sports Match,Morning,53220,Outdoor,54687,92625,10,2026-08-05,3,19.258031,73.457317,1,0,0,1,1,0,1,0,Medium
Protest/March,Afternoon,360360,Outdoor,360360,540540,0,2026-08-18,5,18.096173,73.167999,0,0,1,1,0,1,1,0,High
